,group,class,subclass,details,column5,column6,column7,column8,column9,column10,column11,column12
3926,,,71100,Architectural and engineering activities and related technical consultancy,,,,,,,,
3927,712,,,technical testing and analysis,,,,,,,,
3928,,7120,,technical testing and analysis,,,,,,,,
3929,,,,This class includes the performance of,"physical,",chemical,and,other,,,,
3930,,,,"analytical testing of all types of materials and products, certification of",,,,,,,,
3931,,,,"products, including consumer goods, motor vehicles, aircraft, pressurized",,,,,,,,
3932,,,,"containers, nuclear plants etc. periodic road-safety testing of motor vehicles,",,,,,,,,
3933,,,,"testing with use of models or mock-ups (e.g. of aircraft, ships, dams etc.),",,,,,,,,
3934,,,,operation of police laboratories,,,,,,,,
3935,,,71200,Technical testing and analysis,,,,,,,,
3936,,DiviSion 72 : SCientiFiC reSearCh anD Development,,,,,,,,,,
3937,721,,,research and experimental development,on natural,sciences,,and,,,,
3938,,,,engineering,,,,,,,,
3939,,7210,,research and experimental development,on natural,sciences,,and,,,,
3940,,,,engineering,,,,,,,,
3941,,,,"This class includes, research and development on natural sciences, research",,,,,,,,
3942,,,,"and development on engineering and technology, research and development",,,,,,,,
3943,,,,"on medical sciences, research and development on biotechnology, research",,,,,,,,
3944,,,,"and development on agricultural sciences, interdisciplinary research and",,,,,,,,
3945,,,,development predominantly on natural sciences and engineering,,,,,,,,
3946,,,72100,Research and experimental development,on natural,sciences,,and,,,,
3947,,,,engineering,,,,,,,,
3948,722,,,research and experimental development,on social,sciences,,and,,,,
3949,,,,humanities,,,,,,,,
3950,,7220,,research and experimental development,on social,sciences,,and,,,,
3951,,,,humanities,,,,,,,,
3952,,,,"This class includes research and development on social sciences, research",,,,,,,,
3953,,,,"and development on humanities, interdisciplinary research and development",,,,,,,,
3954,,,,predominantly on social sciences and humanities,,,,,,,,
3955,,,,This class excludes:,,,,,,,,
3956,,,,"- market research, see 7320",,,,,,,,
3957,,,72200,Research and experimental development on social sciences and humanities,,,,,,,,
3958,,,DiviSion 73 : aDvertiSinG anD market reSearCh,,,,,,,,,
3959,731,,,advertising,,,,,,,,
3960,,7310,,advertising,,,,,,,,
3961,,,,This class includes the provision of a full range of advertising services (i.e.,,,,,,,,
3962,,,,"through in-house capabilities or subcontracting), including advice, creative",,,,,,,,
3963,,,,"services, production of advertising material, media planning, and buying",,,,,,,,
3964,,,,This class excludes:,,,,,,,,
3965,,,,"- publishing of advertising material, see 5819",,,,,,,,
3966,,,,#NAME?,,,,,,,,
3967,,,5911,5911,,,,,,,,
3968,,,,"- public-relations activities, see 7020",,,,,,,,
3969,,,,"- market research, see 7320",,,,,,,,
3970,,,,"- advertising photography, see 7420",,,,,,,,
3971,,,,"- convention and trade show organizers, see 8230",,,,,,,,
3972,,,,"- direct mailing activities (addressing, pre-sorting etc.), see 8299",,,,,,,,
3973,,,73100,Advertising,,,,,,,,
3974,732,,,market research and public opinion polling,,,,,,,,
3975,,7320,,market research and public opinion polling,,,,,,,,
3976,,,,"This class includes investigation into market potential,",acceptance,and,,,,,,
3977,,,,familiarity of products and buying habits of consumers for the purpose of,,,,,,,,
3978,,,,"sales promotion and development of new products, including statistical",,,,,,,,
3979,,,,"analyses of the results, investigation into collective opinions of the public",,,,,,,,
3980,,,,"about political, economic and social issues and statistical analysis thereof",,,,,,,,
3981,,,73200,Market research and public opinion polling,,,,,,,,
3982,,,"DiviSion 74 : other proFeSSional, SCientiFiC anD teChniCal aCtivitieS",,,,,,,,,
3983,741,,,Specialized design activities,,,,,,,,
3984,,7410,,Specialized design activities,,,,,,,,
3985,,,,This class excludes:,,,,,,,,
3986,,,,"- architectural and engineering design, see 7110",,,,,,,,
3987,,,74101,"Fashion design related to textiles, wearing apparel, shoes, jewelry, furniture",,,,,,,,
3988,,,,and other fashion goods as well as other personal or household goods,,,,,,,,
3989,,,74102,Activities of interior decorators,,,,,,,,
3990,,,74103,Services of graphic designers,,,,,,,,
3991,,,74109,Other specialized design activities n.e.c.,,,,,,,,
3992,742,,,photographic activities,,,,,,,,
3993,,7420,,photographic activities,,,,,,,,
3994,,,,This class excludes:,,,,,,,,
3995,,,,#NAME?,,,,,,,,
3996,,,,"industries, see 5911",,,,,,,,
3997,,,,"- cartographic and spatial information activities, see 7110",,,,,,,,
3998,,,74201,Commercial and consumer photograph production,,,,,,,,
3999,,,74202,Photographic film processing,,,,,,,,
4000,,,74203,Activities of photojournalists,,,,,,,,
4001,,,74204,Microfilming of documents,,,,,,,,
4002,,,74209,Other photographic activities,,,,,,,,
4003,749,,,"Other professional, scientific and technical activities n.e.c.",,,,,,,,
4004,,7490,,"Other professional, scientific and technical activities n.e.c.",,,,,,,,
4005,,,74901,Business brokerage activities,,,,,,,,
4006,,,74902,Patent brokerage activities,,,,,,,,
4007,,,74903,Weather forecasting activities,,,,,,,,
4008,,,74904,Security consulting,,,,,,,,
4009,,,74909,"Other professional, scientific and technical activities n.e.c.",,,,,,,,
4010,,,,DiviSion 75 : veterinary aCtivitieS,,,,,,,,
4011,750,,,veterinary activities,,,,,,,,
4012,,7500,,veterinary activities,,,,,,,,
4013,,,,These activities include the provision of animal health care and control,,,,,,,,
4014,,,,activities for farm animals or pet animals. These activities are carried out,,,,,,,,
4015,,,,by qualified veterinarians in veterinary hospitals. It also includes animal,,,,,,,,
4016,,,,ambulance activities,,,,,,,,
4017,,,75000,Veterinary activities,,,,,,,,
4018,,,,SECTION N : ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,,,,,,,
4019,,,,DiviSion 77 : rental anD leaSinG aCtivitieS,,,,,,,,
4020,771,,,renting and leasing of motor vehicles,,,,,,,,
4021,,7710,7710,renting and leasing of motor vehicles,,,,,,,,
4022,,,,This class includes renting and operational leasing of passenger cars (without,,,,,,,,
4023,,,,"drivers), trucks, utility trailers and recreational vehicles",,,,,,,,
4024,,,,This class excludes:,,,,,,,,
4025,,,,"- renting or leasing of vehicles or trucks with driver, see 4922, 4923",,,,,,,,
4026,,,,"- financial leasing, see 6491",,,,,,,,
4027,,,77100,Renting and leasing of motor vehicles,,,,,,,,
4028,772,,,renting and leasing of personal and household goods,,,,,,,,
4029,,7721,7721,renting and leasing of recreational and sports goods,,,,,,,,
4030,,,,This class includes rental of recreational and sports equipment such as,,,,,,,,
4031,,,,"pleasure boats, canoes, sailboats, bicycles and other sports equipments",,,,,,,,
4032,,,77210,Renting and leasing of recreational and sports goods,,,,,,,,
4033,,7722,7722,renting of video tapes and disks,,,,,,,,
4034,,,77220,Renting of video tapes and disks,,,,,,,,
4035,,7729,7729,renting and leasing of other personal and household goods n.e.c.,,,,,,,,
4036,,,77291,"Renting of tent, furniture, pottery and glass, kitchen and tableware, utensils,",,,,,,,,
4037,,,,household electrical and electronic equipments etc.,,,,,,,,
4038,,,77292,"Renting of books, journals and magazines",,,,,,,,
4039,,,77293,"Renting of jewellery, musical instruments, scenery and costumes",,,,,,,,
4040,,,77294,"Renting of textiles, wearing apparel, footwear, sleeping bag, rucksack,",,,,,,,,
4041,,,,household goods,,,,,,,,
4042,,,77299,Renting of other personal and household goods n.e.c.,,,,,,,,
4043,773,,,"renting and leasing of other machinery, equipment and tangible goods",,,,,,,,
4044,,,,n.e.c.,,,,,,,,
4045,,7730,7730,"renting and leasing of other machinery, equipment and tangible goods",,,,,,,,
4046,,,,n.e.c.,,,,,,,,
4047,,,,This class excludes:,,,,,,,,
4048,,,,"- renting of agricultural and forestry machinery or equipment with operator,",,,,,,,,
4049,,,,"see 0161, 0240",,,,,,,,
4050,,,,#NAME?,,,,,,,,
4051,,,,"operator, see division 43",,,,,,,,
4052,,,,"- renting of water-transport equipment with operator, see division 50",,,,,,,,
4053,,,,"- renting of air-transport equipment with operator, see division 51",,,,,,,,
4054,,,,"- financial leasing, see 6491",,,,,,,,
4055,,,,"- renting of pleasure boats, see 7721",,,,,,,,
4056,,,,"- renting of bicycles, see 7721",,,,,,,,
4057,,,77301,"Renting and operational leasing, without operator, of other machinery and",,,,,,,,
4058,,,,equipment that are generally used as capital goods by industries,,,,,,,,
4059,,,77302,Renting and operational leasing of agricultural and forestry machinery and,,,,,,,,
4060,,,,equipment without operator,,,,,,,,
4061,,,77303,Renting and,operational,leasing,of,construction,and,civil-engineering,,
4062,,,,machinery and equipment without operator,,,,,,,,
4063,,,77304,Renting and operational leasing of office machinery and equipment without,,,,,,,,
4064,,,,operator,,,,,,,,
4065,,,77305,Renting and operational leasing of land-transport equipment (other than,,,,,,,,
4066,,,,motor vehicles) without drivers,,,,,,,,
4067,,,77306,Renting and,operational,leasing,of,water-transport,equipment,without,,
4068,,,,operator,,,,,,,,
4069,,,77307,Renting and operational leasing of air transport equipment without operator,,,,,,,,
4070,,,77308,Renting of other tangible goods with out operator (includes renting of,,,,,,,,
4071,,,,"containers, pallets, animals etc.)",,,,,,,,
4072,,,77309,Renting and,leasing of other,machinery,,and equipment,,n.e.c. without,,
4073,,,,operator,,,,,,,,
4074,774,,,Leasing of nonfinancial intangible assets,,,,,,,,
4075,,7740,,Leasing of nonfinancial intangible assets,,,,,,,,
4076,,,,This class includes the activities of allowing others to use non-financial,,,,,,,,
4077,,,,assets for which a royalty payment or licensing fee is paid to the asset holder.,,,,,,,,
4078,,,,"The use of these assets can take various forms, such as permission for",,,,,,,,
4079,,,,"reproduction, use in subsequent processes or products, operating businesses",,,,,,,,
4080,,,,under a franchise etc. The current owners may or may not have created those,,,,,,,,
4081,,,,assets.,,,,,,,,
4082,,,77400,Leasing of nonfinancial intangible assets,,,,,,,,
4083,,,,DiviSion 78 : employment aCtivitieS,,,,,,,,
4084,781,,,activities of employment placement agencies,,,,,,,,
4085,,7810,,activities of employment placement agencies,,,,,,,,
4086,,,,This class includes listing employment vacancies and referring or placing,,,,,,,,
4087,,,,"applicants for employment, where the individuals referred or placed are",,,,,,,,
4088,,,,not employees of the employment agencies. This also includes on-line,,,,,,,,
4089,,,,employment placement agencies.,,,,,,,,
4090,,,78100,Activities of employment placement agencies,,,,,,,,
4091,782,,,temporary employment agency activities,,,,,,,,
4092,,7820,,temporary employment agency activities,,,,,,,,
4093,,,,This class includes activities of supplying workers to clients’ businesses for,,,,,,,,
4094,,,,"limited periods of time to supplement the working force of the client, where",,,,,,,,
4095,,,,the individuals provided are employees of the temporary help service unit.,,,,,,,,
4096,,,,"However, units classified here do not provide direct supervision of their",,,,,,,,
4097,,,,employees at the clients’ work sites.,,,,,,,,
4098,,,78200,Temporary employment agency activities,,,,,,,,
4099,783,,,human resources,provision,and,management,,of human,resources,,
4100,,,,functions,,,,,,,,
4101,,7830,,human resources,provision,and,management,,of human,resources,,
4102,,,,functions,,,,,,,,
4103,,,,This class includes the activities of providing human resources and human,,,,,,,,
4104,,,,resource management services for client businesses. They are specialized,,,,,,,,
4105,,,,in performing a wide range of human resource and personnel management,,,,,,,,
4106,,,,duties. They represent the employer of record for the employees on matters,,,,,,,,
4107,,,,"relating to payroll, taxes, and other fiscal and human resource issues, but",,,,,,,,
4108,,,,they are not responsible for direction and supervision of employees.,,,,,,,,
4109,,,78300,Human resources provision and management of human resources functions,,,,,,,,
4110,,,,"DiviSion 79 : travel aGenCy, tour operator anD other",,,,,,,,
4111,,,,reServation ServiCe aCtivitieS,,,,,,,,
4112,791,,,travel agency and tour operator activities,,,,,,,,
4113,,7911,7911,travel agency activities,,,,,,,,
4114,,,,"This class includes the activities of agencies, primarily engaged in selling",,,,,,,,
4115,,,,"travel, tour, transportation and accommodation services to the general and",,,,,,,,
4116,,,,commercial clients,,,,,,,,
4117,,,79110,Travel agency activities,,,,,,,,
4118,,7912,7912,tour operator activities,,,,,,,,
4119,,,,This class includes the activities of arranging and assembling tours that are,,,,,,,,
4120,,,,sold through travel agencies or directly by tour operators. This class also,,,,,,,,
4121,,,,includes the activities of tourist guides.,,,,,,,,
4122,,,79120,Tour operator activities,,,,,,,,
4123,799,,,other reservation service and related activities,,,,,,,,
4124,,7990,7990,other reservation service and related activities,,,,,,,,
4125,,,,This class includes the activities of marketing and promoting of services for,,,,,,,,
4126,,,,visitors by providing information and assistance to organizations to locate,,,,,,,,
4127,,,,"accommodation, convention centres and entertainment venues and other",,,,,,,,
4128,,,,"travel-related reservation services (including for transportation, hotels, rest",,,,,,,,
4129,,,,"restaurants, car rentals, entertainment and sport).",,,,,,,,
4130,,,79900,Other reservation service and related activities,,,,,,,,
4131,,,,DiviSion 80 : SeCurity anD inveStiGation aCtivitieS,,,,,,,,
4132,801,,,private security activities,,,,,,,,
4133,,8010,8010,private security activities,,,,,,,,
4134,,,,"This class includes armored car services, bodyguard services security guard",,,,,,,,
4135,,,,"services, polygraph services, finger printing services and other private",,,,,,,,
4136,,,,security services,,,,,,,,
4137,,,80100,Private security activities,,,,,,,,
4138,802,,,Security systems service activities,,,,,,,,
4139,,8020,8020,Security systems service activities,,,,,,,,
4140,,,,This class includes monitoring or remote monitoring of electronic security,,,,,,,,
4141,,,,"alarm systems, such as burglar and fire alarms, including their maintenance.",,,,,,,,
4142,,,,"Installing, repairing, rebuilding, and adjusting mechanical or electronic",,,,,,,,
4143,,,,locking devices and selling of such security systems,,,,,,,,
4144,,,80200,Security systems service activities,,,,,,,,
4145,803,,,investigation activities,,,,,,,,
4146,,8030,8030,investigation activities,,,,,,,,
4147,,,,This class includes investigation and detective services and the activities of,,,,,,,,
4148,,,,all private investigators,,,,,,,,
4149,,,80300,Investigation activities,,,,,,,,
4150,,,,DiviSion 81 : ServiCeS to builDinGS anD lanDSCape aCtivitieS,,,,,,,,
4151,811,,,Combined facilities support activities,,,,,,,,
4152,,8110,8110,Combined facilities support activities,,,,,,,,
