group,class,subclass,details,column5,column6,column7,column8,column9,column10,column11,column12
,,,"The use of these assets can take various forms, such as permission for",,,,,,,,
,,,"reproduction, use in subsequent processes or products, operating businesses",,,,,,,,
,,,under a franchise etc. The current owners may or may not have created those,,,,,,,,
,,,assets.,,,,,,,,
,,77400,Leasing of nonfinancial intangible assets,,,,,,,,
781,,,activities of employment placement agencies,,,,,,,,
,7810,,activities of employment placement agencies,,,,,,,,
,,,This class includes listing employment vacancies and referring or placing,,,,,,,,
,,,"applicants for employment, where the individuals referred or placed are",,,,,,,,
,,,not employees of the employment agencies. This also includes on-line,,,,,,,,
,,,employment placement agencies.,,,,,,,,
,,78100,Activities of employment placement agencies,,,,,,,,
782,,,temporary employment agency activities,,,,,,,,
,7820,,temporary employment agency activities,,,,,,,,
,,,This class includes activities of supplying workers to clientsâ€™ businesses for,,,,,of human,resources,,
,,,"limited periods of time to supplement the working force of the client, where",,,,,,,,
,,,the individuals provided are employees of the temporary help service unit.,,,,,of human,resources,,
,,,"However, units classified here do not provide direct supervision of their",,,,,,,,
,,,employees at the clientsâ€™ work sites.,,,,,,,,
,,78200,Temporary employment agency activities,,,,,,,,
783,,,human resources,provision,and,management,,,,,
,,,functions,,,,,,,,
,7830,,human resources,provision,and,management,,,,,
,,,functions,,,,,,,,
,,,This class includes the activities of providing human resources and human,,,,,,,,
,,,resource management services for client businesses. They are specialized,,,,,,,,
,,,in performing a wide range of human resource and personnel management,,,,,,,,
,,,duties. They represent the employer of record for the employees on matters,,,,,,,,
,,,"relating to payroll, taxes, and other fiscal and human resource issues, but",,,,,,,,
,,,they are not responsible for direction and supervision of employees.,,,,,,,,
,,78300,Human resources provision and management of human resources functions,,,,,,,,
,,,reServation ServiCe aCtivitieS,,,,,,,,
791,,,travel agency and tour operator activities,,,,,,,,
,7911,7911,travel agency activities,,,,,,,,
,,,"This class includes the activities of agencies, primarily engaged in selling",,,,,,,,
,,,"travel, tour, transportation and accommodation services to the general and",,,,,,,,
,,,commercial clients,,,,,,,,
,,79110,Travel agency activities,,,,,,,,
,7912,7912,tour operator activities,,,,,,,,
,,,This class includes the activities of arranging and assembling tours that are,,,,,,,,
,,,sold through travel agencies or directly by tour operators. This class also,,,,,,,,
,,,includes the activities of tourist guides.,,,,,,,,
,,79120,Tour operator activities,,,,,,,,
799,,,other reservation service and related activities,,,,,,,,
,7990,7990,other reservation service and related activities,,,,,,,,
,,,This class includes the activities of marketing and promoting of services for,,,,,,,,
,,,visitors by providing information and assistance to organizations to locate,,,,,,,,
,,,"accommodation, convention centres and entertainment venues and other",,,,,,,,
,,,"travel-related reservation services (including for transportation, hotels, rest",,,,,,,,
,,,"restaurants, car rentals, entertainment and sport).",,,,,,,,
,,79900,Other reservation service and related activities,,,,,,,,
801,,,private security activities,,,,,,,,
,8010,8010,private security activities,,,,,,,,
,,,"This class includes armored car services, bodyguard services security guard",,,,,,,,
,,,"services, polygraph services, finger printing services and other private",,,,,,,,
,,,security services,,,,,,,,
,,80100,Private security activities,,,,,,,,
802,,,Security systems service activities,,,,,,,,
,8020,8020,Security systems service activities,,,,,,,,
,,,This class includes monitoring or remote monitoring of electronic security,,,,,,,,
,,,"alarm systems, such as burglar and fire alarms, including their maintenance.",,,,,,,,
,,,"Installing, repairing, rebuilding, and adjusting mechanical or electronic",,,,,,,,
,,,locking devices and selling of such security systems,,,,,,,,
,,80200,Security systems service activities,,,,,,,,
803,,,investigation activities,,,,,,,,
,8030,8030,investigation activities,,,,,,,,
,,,This class includes investigation and detective services and the activities of,,,,,,,,
,,,all private investigators,,,,,,,,
,,80300,Investigation activities,,,,,,,,
811,,,Combined facilities support activities,,,,,,,,
,8110,8110,Combined facilities support activities,,,,,,,,
,,,"This class includes the units that typically provide a combination of services,",,,,,,,,
,,,"such as general interior cleaning, maintenance, trash disposal, laundry and",,,,,,,,
,,,related services. They provide operating staff to carry out these support,,,,,,,,
,,,activities.,,,,,,,,
,,81100,Combined facilities support activities,,,,,,,,
812,,,Cleaning activities,,,,,,,,
,8121,,General cleaning of buildings,,,,,,,,
,,,This class includes the general (non-specialized) cleaning activities of all,,,,,,,,
,,,types of buildings and other business and professional premises and multiunit,,,,,,,,
,,,residential buildings. These activities are mostly interior cleaning although,,,,,,,,
,,,they may include the cleaning of associated exterior areas such as windows,,,,,,,,
,,,or passageways.,,,,,,,,
,,81210,General cleaning of buildings,,,,,,,,
,8129,,other building and industrial cleaning activities,,,,,,,,
,,81291,"Cleaning of trains buses, planes etc.",,,,,,,,
,,81292,Cleaning of industrial machinery,,,,,,,,
,,81299,Other building and industrial cleaning activities,,,,,,,,
813,,,landscape care and maintenance service activities,,,,,,,,
,8130,,landscape care and maintenance service activities,,,,,,,,
,,,"This class includes planting, care and maintenance of parks, gardens and",,,,,,,,
,,,greenery,,,,,,,,
,,81300,Landscape care and maintenance service activities,,,,,,,,
,,"DiviSion 82 : oFFiCe aDminiStrative, oFFiCe Support anD",,,,,,,,,
,,,other buSineSS Support aCtivitieS,,,,,,,,
821,,,Office administrative and support activities,,,,,,,,
,8211,,Combined office administrative service activities,,,,,,,,
,,,This class includes the provision of a combination of day to day office,,,,,,,,
,,,"administrative services, such as reception, financial planning, billing and",,,,,,,,
,,,"record keeping, personnel and mail services etc. for others on a contract or",,,,,,,,
,,,fee basis,,,,,,,,
,,82110,Combined office administrative service activities,,,,,,,,
,8219,,"Photocopying, document preparation and other specialized office",,,,,,,,
,,,support activities,,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- printing of documents (offset printing, quick printing etc.), see 1811",,,,,,,,
,,,"- specialized stenotype services such as court reporting, see 8299",,,,,,,,
,,,"- public stenography services, see 8299",,,,,,,,
,,82191,"Photocopying, duplicating and bluprinting services",,,,,,,,
,,82192,"Document preparation, typing, word processing and desktop publishing",,,,,,,,
,,,sevices,,,,,,,,
,,82199,Other specialised office support services activities,,,,,,,,
822,,,activities of call centres,,,,,,,,
,8220,,activities of call centres,,,,,,,,
,,82200,Activities of call centres,,,,,,,,
823,,,organization of conventions and trade shows,,,,,,,,
,8230,,organization of conventions and trade shows,,,,,,,,
,,,"This class includes the organization, promotion and/or management of",,,,,,,,
,,,"events, such as business and trade shows, conventions, conferences and",,,,,,,,
,,,"meetings, whether or not including the management and provision of the",,,,,,,,
,,,staff to operate the facilities in which these events take place.,,,,,,,,
,,82300,Organization of conventions and trade shows,,,,,,,,
829,,,business support service activities n.e.c.,,,,,,,,
,8291,,activities of collection agencies and credit bureaus,,,,,,,,
,,,This class includes the collection of payments for claims and remittance of,,,,,,,,
,,,"payments collected to the clients, such as bill or debt collection services.",,,,,,,,
,,,"This class also includes the activities of compiling information, such as",,,,,,,,
,,,credit and employment histories on individuals and credit histories on,,,,,,,,
,,,"businesses, and providing the information to financial institutions, retailers,",,,,,,,,
,,,and others who have a need to evaluate the creditworthiness of these persons,,,,,,,,
,,,and businesses.,,,,,,,,
,,82910,Activities of collection agencies and credit bureaus,,,,,,,,
,8292,,packaging activities,,,,,,,,
,,,"This class includes packaging activities on a fee or contract basis, whether",,,,,,,,
,,,or not these involve an automated process,,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- manufacture of soft drinks and production of mineral water, see 1104",,,,,,,,
,,,"- packaging activities incidental to transport, see 5229",,,,,,,,
,,82920,Packaging activities,,,,,,,,
,8299,,other business support service activities n.e.c.,,,,,,,,
,,82990,Other business support service activities n.e.c.,,,,,,,,
,,SECTION O : PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,,,,,,,,,
,,DiviSion 84 : publiC aDminiStration anD DeFenCe; CompulSory SoCial SeCurity,,,,,,,,,
841,,,administration of the State and the economic and social policy of the,,,,,,,,
,,,community,,,,,,,,
,8411,,General public administration activities,,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- operation of government owned or occupied buildings, see 6810, 6820",,,,,,,,
,,,- administration of R&D policies intended to increase personal well-being,,,,,,,,
,,,"and of associated funds, see 8412",,,,,,,,
,,,- administration of R&D policies intended to improve economic performance,,,,,,,,
,,,"and competitiveness, see 8413",,,,,,,,
,,,"- administration of defence-related R&D policies and of associated funds,",,,,,,,,
,,,see 8422,,,,,,,,
,,,"- operation of government archives, see 9101",,,,,,,,
,,84111,General public service activities relating to executive,,,,,,,,
,,84112,General public service activities relating to legislation,,,,,,,,
,,84119,General public service activities n.e.c.,,,,,,,,
,8412,,"regulation of the activities of providing health care, education, cultural",,,,,,,,
,,,"services and other social services, excluding social security",,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- sewage, refuse disposal and remediation activities, see divisions 37, 38,",,,,,,,,
,,39,39,,,,,,,,
,,,"- compulsory social security activities, see 8430",,,,,,,,
,,,"- education activities, see division 85",,,,,,,,
,,,"- human health-related activities, see division 86",,,,,,,,
,,,"- activities of libraries and public archives, see 9101",,,,,,,,
,,,"- operation of museums and other cultural institutions, see 9102",,,,,,,,
,,,"- sporting or other recreational activities, see division 93",,,,,,,,
,,84121,Regulatory agencies relating to health,,,,,,,,
,,84122,Regulatory agencies relating to education,,,,,,,,
,,84129,Regulatory agencies relating to other social services n.e.c. excluding social,,,,,,,,
,,,security,,,,,,,,
,8413,,Regulation of and contribution to more efficient operation of,,,,,,,,
,,,businesses,,,,,,,,
,,,"This class includes public administration and regulation, including subsidy",,,,,,,,
,,,"allocation, for different economic sectors such as agriculture, land use,",,,,,,,,
,,,"infrastructure, transport, communication, wholesale and retail trade etc.",,,,,,,,
,,,Administration of R & D policies & associated funds to improve economic,,,,,,,,
,,,performance; administration of general labour affairs are also included here,,,,,,,,
,,84130,Regulation of and contribution to more efficient operation of businesses,,,,,,,,
842,,,provision of services to the community as a whole,,,,,,,,
,8421,,Foreign affairs,,,,,,,,
,,,This class includes administration and operation of the ministry of foreign,,,,,,,,
,,,"affairs and diplomatic and consular missions stationed abroad; administration,",,,,,,,,
,,,operation and support for information and cultural services intended for,,,,,,,,
,,,distribution beyond national boundaries and management of economic aid,,,,,,,,
